Gen,ID,Fitness
30,IdQC,13.0413187677
30,IdQC,13.043284769
30,IdQC,29.0467857079
30,IdQC,29.0421249916
30,IdQC,1.0263432066
30,IdQC,7.0407846958
30,IdQC,75.0502244814
30,IdQC,71.0531017803
30,IdQC,34.044616983
30,IdQC,35.0426474361
30,IdQC,1.0357054968
30,IdQC,32.0725275588
30,IdQC,11.0403111024
30,IdQD,34.0501792618
30,IdQD,7.0353626251
30,IdQD,29.0375368658
30,IdQD,2.0288743958
30,IdQD,34.0409081279
30,IdQD,34.0362045112
30,IdQD,27.0293728399
30,IdQD,7.0385792037
30,IdQD,2.026574954
30,IdQD,12.0316380083
30,IdQD,12.0348886133
30,IdQD,7.0278553051
30,IdQD,29.0349890302
30,IdQD,3.0256102054
30,IdQD,4.0226486749
30,IdQD,33.0419508258
30,IdQD,6.0272599955
30,IdQD,2.0226097384
30,IdQD,3.0281454761
30,IdQD,33.0448013948
30,IdQD,7.0331422345
30,IdQD,2.0228512063
30,IdQD,13.0416978312
30,IdQD,8.0340905644
30,IdQD,7.0340647821
30,IdQD,8.0349101859
30,IdQD,2.0272658698
30,IdQD,6.1341201138
30,IdQD,12.0356468141
30,IdQD,0.0082569473
