INDIVIDUAL_ID	#EVALUATION	STRONGEST	MEDIUM	WEAKEST	RATIO	AGGREGATED
individualD.cpp	74	0	3	3	0,0212031126	6,0212031126
individualD.cpp	75	0	0	3	0,0148012547	1,0148012547
individualD.cpp	76	0	0	6	0,0187982449	2,0187982449
individualD.cpp	77	0	6	3	0,0252676692	11,0252676692
individualD.cpp	78	0	0	0	0,0064714477	0,0064714477
individualD.cpp	79	0	0	0	0,007019672	0,007019672
individualD.cpp	80	0	3	3	0,0221626484	6,0221626484
individualD.cpp	81	0	0	0	0,0062878952	0,0062878952
individualD.cpp	82	0	0	0	0,0063040097	0,0063040097
individualD.cpp	83	0	0	0	0,0068170285	0,0068170285
individualD.cpp	84	0	0	0	0,0064746693	0,0064746693
individualD.cpp	85	0	0	3	0,0136072154	1,0136072154
individualD.cpp	86	0	0	3	0,0146396481	1,0146396481
individualD.cpp	87	0	0	0	0,0073048969	0,0073048969
individualD.cpp	88	0	0	0	0,0070981415	0,0070981415
individualD.cpp	89	0	6	6	0,0308838967	12,0308838967
individualE.cpp	0	0	0	3	0,0118004897	1,0118004897
individualE.cpp	1	0	3	3	0,0208754782	6,0208754782
individualE.cpp	2	0	3	6	0,0233058	7,0233058
individualE.cpp	3	0	0	0	0,0064984088	0,0064984088
individualE.cpp	4	0	0	0	0,0057575235	0,0057575235
individualE.cpp	5	0	0	0	0,0056687853	0,0056687853
individualE.cpp	6	0	0	0	0,0060496518	0,0060496518
individualE.cpp	7	0	0	3	0,0124764848	1,0124764848
individualE.cpp	8	0	0	0	0,0061845224	0,0061845224
individualE.cpp	9	0	0	3	0,0130269735	1,0130269735
individualE.cpp	10	0	0	3	0,0120010015	1,0120010015
individualE.cpp	11	0	3	3	0,0214389113	6,0214389113
individualE.cpp	12	0	0	3	0,0117301105	1,0117301105
individualE.cpp	13	0	0	0	0,0059089426	0,0059089426
individualE.cpp	14	0	0	3	0,0141767119	1,0141767119
individualE.cpp	15	3	3	3	0,0225667901	27,0225667901
individualE.cpp	16	0	0	3	0,0109841247	1,0109841247
individualE.cpp	17	0	0	0	0,0054257564	0,0054257564
individualE.cpp	18	0	0	3	0,0129960078	1,0129960078
individualE.cpp	19	0	3	3	0,0203433702	6,0203433702
individualE.cpp	20	0	0	3	0,0118490342	1,0118490342
individualE.cpp	21	0	0	0	0,0053662284	0,0053662284
individualE.cpp	22	3	3	3	0,0224598718	27,0224598718
individualE.cpp	23	0	3	6	0,0223723151	7,0223723151
individualE.cpp	24	0	0	0	0,0057372446	0,0057372446
individualE.cpp	25	0	3	3	0,0204706943	6,0204706943
individualE.cpp	26	0	0	3	0,0114206837	1,0114206837
individualE.cpp	27	0	0	3	0,0118337121	1,0118337121
individualE.cpp	28	0	0	3	0,0122916821	1,0122916821
individualE.cpp	29	0	3	3	0,019524533	6,019524533
individualE.cpp	30	0	0	0	0,0061253962	0,0061253962
individualE.cpp	31	0	0	3	0,0120456196	1,0120456196
individualE.cpp	32	0	0	0	0,005736493	0,005736493
individualE.cpp	33	0	0	0	0,0056547789	0,0056547789
individualE.cpp	34	0	0	0	0,0059244241	0,0059244241
individualE.cpp	35	0	0	3	0,0109787004	1,0109787004
individualE.cpp	36	0	0	3	0,012006146	1,012006146
individualE.cpp	37	0	0	0	0,0059979228	0,0059979228
individualE.cpp	38	0	0	0	0,0075623664	0,0075623664
individualE.cpp	39	0	0	0	0,007106299	0,007106299
individualE.cpp	40	0	0	3	0,0118488611	1,0118488611
individualE.cpp	41	0	0	0	0,0058688446	0,0058688446
individualE.cpp	42	0	0	0	0,007017944	0,007017944
individualE.cpp	43	0	0	3	0,0117966311	1,0117966311
individualE.cpp	44	0	0	3	0,011716227	1,011716227
individualE.cpp	45	0	0	3	0,0118043493	1,0118043493
individualE.cpp	46	0	0	0	0,0058874943	0,0058874943
individualE.cpp	47	0	0	0	0,007499324	0,007499324
individualE.cpp	48	0	3	3	0,0184305766	6,0184305766
individualE.cpp	49	0	0	0	0,0057377033	0,0057377033
individualE.cpp	50	0	0	0	0,00589877	0,00589877
individualE.cpp	51	0	0	0	0,006748471	0,006748471
individualE.cpp	52	0	0	0	0,0063307751	0,0063307751
individualE.cpp	53	0	0	0	0,0059292657	0,0059292657
individualE.cpp	54	0	0	3	0,012674795	1,012674795
individualE.cpp	55	0	3	3	0,0187823175	6,0187823175
individualE.cpp	56	0	0	0	0,0070403361	0,0070403361
individualE.cpp	57	0	0	0	0,0073449898	0,0073449898
individualE.cpp	58	0	0	0	0,0054513403	0,0054513403
individualE.cpp	59	0	0	0	0,0067729031	0,0067729031
individualE.cpp	60	0	0	0	0,0056679113	0,0056679113
individualE.cpp	61	3	3	3	0,0235543282	27,0235543282
individualE.cpp	62	3	3	3	0,0222888722	27,0222888722
individualE.cpp	63	0	0	0	0,0056160181	0,0056160181
individualE.cpp	64	0	0	3	0,0133784377	1,0133784377
individualE.cpp	65	0	0	0	0,0060690621	0,0060690621
individualE.cpp	66	0	0	3	0,0122113352	1,0122113352
individualE.cpp	67	0	0	3	0,0122796169	1,0122796169
individualE.cpp	68	0	0	0	0,0053666836	0,0053666836
individualE.cpp	69	0	0	0	0,0059213143	0,0059213143
individualE.cpp	70	0	0	3	0,0119014863	1,0119014863
individualE.cpp	71	0	0	3	0,0111932456	1,0111932456
individualE.cpp	72	0	0	0	0,0060613447	0,0060613447
individualE.cpp	73	0	0	3	0,012962325	1,012962325
individualE.cpp	74	0	0	3	0,011534467	1,011534467
individualE.cpp	75	0	0	0	0,005603499	0,005603499
individualE.cpp	76	0	0	3	0,0137367617	1,0137367617
individualE.cpp	77	0	0	3	0,0116793598	1,0116793598
individualE.cpp	78	0	0	0	0,00578456	0,00578456
individualE.cpp	79	0	0	3	0,0109992863	1,0109992863
individualE.cpp	80	0	0	0	0,0056342483	0,0056342483
individualE.cpp	81	0	0	0	0,0061785767	0,0061785767
individualE.cpp	82	0	0	3	0,0125699569	1,0125699569
individualE.cpp	83	0	0	3	0,0120695796	1,0120695796
individualE.cpp	84	0	0	6	0,0174554007	2,0174554007
individualE.cpp	85	0	3	3	0,0201810977	6,0201810977
individualE.cpp	86	0	0	0	0,006524292	0,006524292
individualE.cpp	87	0	0	3	0,0120620118	1,0120620118
individualE.cpp	88	0	0	0	0,0055879173	0,0055879173
individualE.cpp	89	0	0	0	0,0056512825	0,0056512825
